complex_id,source_complex_id,appendix_file,appendix_source_sha256,level,module,complex_title,ai_relevance,ai_targets,reusable_ai_primitive,qenn_use,pgqenn_use,soinets_use,verification_status,integration_status
rotation_pitch_coupling_invariant,rotation_pitch_coupling_invariant,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Rotation-Pitch Coupling Invariant,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
screened_halo_response,screened_halo_response,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Screened Halo Response,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
confined_filament_persistence,confined_filament_persistence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Confined Filament Persistence,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
information_bearing_cluster_web_stability,information_bearing_cluster_web_stability,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,B,locality_driven_gravity,Information-Bearing Cluster-Web Stability,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
locality_energy_morphogenesis_closure,locality_energy_morphogenesis_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,locality_driven_gravity,Locality-Energy Morphogenesis Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
screened_rotation_halo_geometry,screened_rotation_halo_geometry,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,locality_driven_gravity,Screened Rotation-Halo Geometry,high,"PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,prime-shell graph locality and message-passing mask,network-of-networks spatial coupling and locality constraint,appendix_labels_verified,planned
information_preserving_cosmic_network_closure,information_preserving_cosmic_network_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,locality_driven_gravity,Information-Preserving Cosmic Network Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
black_hole_dynamics::elastic_black_hole_emergence_triviality_of_breakdown,elastic_black_hole_emergence_triviality_of_breakdown,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Elastic Black-Hole Emergence–Triviality of Breakdown,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; per-shell entropy/gain controller,appendix_labels_verified,planned
bridge_duality_dual_invariant_translation,bridge_duality_dual_invariant_translation,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Bridge Duality–Dual-Invariant Translation,medium,SOInets,dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; spectral positional encoding and sparse-support stability constraint,use as a typed theorem-contract diagnostic only,dual/sign-equivariant edge and node update,cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
physical_singularity_absence_mathematical_failure_point_status,physical_singularity_absence_mathematical_failure_point_status,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Physical Singularity Absence–Mathematical Failure-Point Status,low,SOInets,"locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
black_hole_observability_triviality_and_regularity,black_hole_observability_triviality_and_regularity,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Black-Hole Observability–Triviality and Regularity,low,SOInets,locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
elastic_hawking_emission_radiative_stasis,elastic_hawking_emission_radiative_stasis,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Elastic Hawking Emission–Radiative Stasis,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; per-shell entropy/gain controller,appendix_labels_verified,planned
hawking_radiation_as_entropic_relaxation_stasis,hawking_radiation_as_entropic_relaxation_stasis,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Hawking Radiation as Entropic Relaxation–Stasis,low,SOInets,locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer,use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
observer_horizon_threshold_infinite_visibility,observer_horizon_threshold_infinite_visibility,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Observer-Horizon Threshold–Infinite Visibility,low,SOInets,locality-aware graph/spatial operator and boundary gate,use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,cross-network observation/collapse and accessibility gate,appendix_labels_verified,planned
black_hole_dynamics::elastic_gravitational_memory_instant_relaxation,elastic_gravitational_memory_instant_relaxation,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Elastic Gravitational Memory–Instant Relaxation,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator,"entropy-conditioned gain, temperature or learning-rate modulation; state-space memory kernel",entropy-weighted edge/growth modulation,cross-network observation/collapse and accessibility gate; inter-network memory and history transport; per-shell entropy/gain controller,appendix_labels_verified,planned
residual_deformation_memory_perfect_relaxation,residual_deformation_memory_perfect_relaxation,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Residual-Deformation Memory–Perfect Relaxation,medium,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective; memory kernel and temporal state-space operator",non-cancelling closure residual in the training objective; state-space memory kernel,growth-step closure certificate and source-removal ablation,cross-network observation/collapse and accessibility gate; inter-network memory and history transport; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
simulation_consistency_breakdown_and_non_equivalence,simulation_consistency_breakdown_and_non_equivalence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Simulation Consistency–Breakdown and Non-Equivalence,low,SOInets,"locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",use as a typed theorem-contract diagnostic only,use as a typed theorem-contract diagnostic only,cross-network observation/collapse and accessibility gate; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
appendix_wide_black_hole_hawking_observer_horizon_cross_complex_closure_and_computational_falsificat,appendix_wide_black_hole_hawking_observer_horizon_cross_complex_closure_and_computational_falsificat,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,black_hole_dynamics,Appendix-Wide Black-Hole–Hawking–Observer-Horizon Cross-Complex Closure and Computational Falsification Interface,medium,"QENN,SOInets","locality-aware graph/spatial operator and boundary gate; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,cross-network observation/collapse and accessibility gate; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
